회원번호,오전,오후,저녁,총방문수,오전방문율,오후방문율,저녁방문율
359848704,0.0,1.0,0.0,1.0,0.0,1.0,0.0
360450048,1.0,5.0,1.0,7.0,0.14,0.71,0.14
360474176,6.0,4.0,0.0,10.0,0.6,0.4,0.0
360767424,1.0,1.0,0.0,2.0,0.5,0.5,0.0
361147904,1.0,2.0,0.0,3.0,0.33,0.67,0.0
362935232,3.0,2.0,2.0,7.0,0.43,0.29,0.29
363408512,0.0,1.0,1.0,2.0,0.0,0.5,0.5
363441920,0.0,0.0,1.0,1.0,0.0,0.0,1.0
363783424,0.0,1.0,0.0,1.0,0.0,1.0,0.0
364353216,1.0,0.0,0.0,1.0,1.0,0.0,0.0
364362496,0.0,1.0,0.0,1.0,0.0,1.0,0.0
365177280,1.0,0.0,0.0,1.0,1.0,0.0,0.0
366261184,0.0,2.0,0.0,2.0,0.0,1.0,0.0
367209600,0.0,0.0,1.0,1.0,0.0,0.0,1.0
368258240,1.0,1.0,0.0,2.0,0.5,0.5,0.0
369152832,5.0,21.0,1.0,27.0,0.19,0.78,0.04
369395968,0.0,1.0,0.0,1.0,0.0,1.0,0.0
369859968,1.0,6.0,8.0,15.0,0.07,0.4,0.53
370103104,0.0,4.0,2.0,6.0,0.0,0.67,0.33
370504000,0.0,0.0,1.0,1.0,0.0,0.0,1.0
371608320,1.0,3.0,0.0,4.0,0.25,0.75,0.0
372098304,9.0,20.0,9.0,38.0,0.24,0.53,0.24
372553024,1.0,13.0,1.0,15.0,0.07,0.87,0.07
373618368,2.0,9.0,7.0,18.0,0.11,0.5,0.39
374188160,0.0,0.0,8.0,8.0,0.0,0.0,1.0
374650304,0.0,3.0,6.0,9.0,0.0,0.33,0.67
375544896,0.0,2.0,0.0,2.0,0.0,1.0,0.0
375969920,0.0,2.0,0.0,2.0,0.0,1.0,0.0
377605056,1.0,4.0,24.0,29.0,0.03,0.14,0.83
377644032,4.0,5.0,2.0,11.0,0.36,0.45,0.18
378223104,2.0,1.0,2.0,5.0,0.4,0.2,0.4
378367872,2.0,8.0,3.0,13.0,0.15,0.62,0.23
378709376,0.0,1.0,0.0,1.0,0.0,1.0,0.0
378746496,0.0,1.0,0.0,1.0,0.0,1.0,0.0
379162240,1.0,0.0,0.0,1.0,1.0,0.0,0.0
379201216,0.0,1.0,0.0,1.0,0.0,1.0,0.0
